empty_slots,free_bikes,station_id,station_latitude,station_longitude,name,Restaurant,Rating,Longitude,Latitude,Address
14,2,625a2ad202275c8e2be3ce868e85b105,49.259183,-123.120126,Heather & 14th,Yu Shang Hot Pot,4.5,-123.125629,49.263149,202-950 W Broadway
14,2,625a2ad202275c8e2be3ce868e85b105,49.259183,-123.120126,Heather & 14th,Hokkaido Ramen Santouka,4.0,-123.1168917,49.263127,558 W Broadway
14,2,625a2ad202275c8e2be3ce868e85b105,49.259183,-123.120126,Heather & 14th,iDen & Quan Ju De Beijing Duck House,3.5,-123.1148451,49.26021,2808 Cambie Street
14,2,6c0de983fb47a3439a9e3c36a3d15804,49.263837,-123.105173,8th & Ontario,Indochine Kitchen,3.0,-123.1047,49.2631601,1 East Broadway
14,2,6c0de983fb47a3439a9e3c36a3d15804,49.263837,-123.105173,8th & Ontario,Congee Noodle House,3.5,-123.10213,49.26316,141 E Broadway
14,2,6c0de983fb47a3439a9e3c36a3d15804,49.263837,-123.105173,8th & Ontario,Fable Diner,4.0,-123.1019822,49.2630749,151 E Broadway
14,2,6c0de983fb47a3439a9e3c36a3d15804,49.263837,-123.105173,8th & Ontario,The Cascade Room,4.0,-123.10062,49.2617,2616 Main Street
14,2,6c0de983fb47a3439a9e3c36a3d15804,49.263837,-123.105173,8th & Ontario,La Taqueria Pinche Taco Shop,4.0,-123.112736,49.263559,2450 Yukon Street
14,2,6c0de983fb47a3439a9e3c36a3d15804,49.263837,-123.105173,8th & Ontario,Zarak By Afghan Kitchen,4.5,-123.1006089,49.266224,2102 Main Street
14,2,6c0de983fb47a3439a9e3c36a3d15804,49.263837,-123.105173,8th & Ontario,Italia Bella Bar & Grill,4.0,-123.1061808,49.2632473,53 West Broadway
14,2,6c0de983fb47a3439a9e3c36a3d15804,49.263837,-123.105173,8th & Ontario,Anh and Chi,4.0,-123.100882202153,49.2550314422938,3388 Main Street
14,2,6c0de983fb47a3439a9e3c36a3d15804,49.263837,-123.105173,8th & Ontario,AJ's Brooklyn Pizza Joint,4.5,-123.098307028413,49.2629437687572,325 East Broadway
14,2,6c0de983fb47a3439a9e3c36a3d15804,49.263837,-123.105173,8th & Ontario,Superbaba,4.5,-123.1012681,49.2633297,2419 Main St
14,12,92c9e62c0b42adf4759c430009d3987a,49.270721,-123.146175,1st & Chestnut,AnnaLena,4.5,-123.1467714,49.2708261,1809 W 1st Avenue
14,12,92c9e62c0b42adf4759c430009d3987a,49.270721,-123.146175,1st & Chestnut,Fable Kitchen,4.5,-123.149019,49.2679331,1944 W 4th Avenue
14,12,92c9e62c0b42adf4759c430009d3987a,49.270721,-123.146175,1st & Chestnut,Ramen Danbo,4.0,-123.146431,49.26828,1833 W 4th Avenue
14,12,92c9e62c0b42adf4759c430009d3987a,49.270721,-123.146175,1st & Chestnut,Oddfish,4.0,-123.1475237,49.2708136,1889 W 1st Avenue
14,12,92c9e62c0b42adf4759c430009d3987a,49.270721,-123.146175,1st & Chestnut,Chi Vegan,4.0,-123.1487738,49.2681947,1935 W 4th Avenue
14,12,92c9e62c0b42adf4759c430009d3987a,49.270721,-123.146175,1st & Chestnut,Romer's Burger Bar,3.5,-123.14727918399592,49.26817555404283,1873 West 4th Avenue
14,12,92c9e62c0b42adf4759c430009d3987a,49.270721,-123.146175,1st & Chestnut,Octopus Garden,4.0,-123.149816,49.2726349,1995 Cornwall Avenue
14,12,92c9e62c0b42adf4759c430009d3987a,49.270721,-123.146175,1st & Chestnut,Maenam,4.0,-123.1488979,49.26787,1938 W 4th Avenue
14,12,92c9e62c0b42adf4759c430009d3987a,49.270721,-123.146175,1st & Chestnut,Patisserie Lebeau,4.5,-123.144082948565,49.2696509840324,1728 W 2nd Avenue
14,12,92c9e62c0b42adf4759c430009d3987a,49.270721,-123.146175,1st & Chestnut,New Fuji,4.0,-123.14700923860072,49.27082027992868,1815 West 1st Avenue
8,8,51e4d3731aebbf9c3186f310a08de6c8,49.265605,-123.152566,7th & Arbutus,Fable Kitchen,4.5,-123.149019,49.2679331,1944 W 4th Avenue
8,8,51e4d3731aebbf9c3186f310a08de6c8,49.265605,-123.152566,7th & Arbutus,Gyo Para Gyoza & Ramen Bar,4.0,-123.153455257416,49.2637073656912,2120 W Broadway
8,8,51e4d3731aebbf9c3186f310a08de6c8,49.265605,-123.152566,7th & Arbutus,Raisu,4.0,-123.158381134272,49.2679990419609,2340 W 4th Avenue
8,8,51e4d3731aebbf9c3186f310a08de6c8,49.265605,-123.152566,7th & Arbutus,Maenam,4.0,-123.1488979,49.26787,1938 W 4th Avenue
8,8,51e4d3731aebbf9c3186f310a08de6c8,49.265605,-123.152566,7th & Arbutus,Temaki Sushi,4.0,-123.154395,49.263919,2156 W Broadway
8,8,51e4d3731aebbf9c3186f310a08de6c8,49.265605,-123.152566,7th & Arbutus,AnnaLena,4.5,-123.1467714,49.2708261,1809 W 1st Avenue
8,8,51e4d3731aebbf9c3186f310a08de6c8,49.265605,-123.152566,7th & Arbutus,Chi Vegan,4.0,-123.1487738,49.2681947,1935 W 4th Avenue
8,8,51e4d3731aebbf9c3186f310a08de6c8,49.265605,-123.152566,7th & Arbutus,Au Comptoir,4.0,-123.15672487756,49.268034328356,2278 W 4th Avenue
8,8,51e4d3731aebbf9c3186f310a08de6c8,49.265605,-123.152566,7th & Arbutus,Jam Cafe,4.5,-123.1539827,49.2682705,2153 W 4th Avenue
8,8,51e4d3731aebbf9c3186f310a08de6c8,49.265605,-123.152566,7th & Arbutus,Their There,4.0,-123.151158941154,49.2679649501648,2042 West 4th Avenue
4,12,826af7eee4ce28b6fa4b4f0211305792,49.267222,-123.153157,5th & Arbutus,Fable Kitchen,4.5,-123.149019,49.2679331,1944 W 4th Avenue
4,12,826af7eee4ce28b6fa4b4f0211305792,49.267222,-123.153157,5th & Arbutus,Raisu,4.0,-123.158381134272,49.2679990419609,2340 W 4th Avenue
4,12,826af7eee4ce28b6fa4b4f0211305792,49.267222,-123.153157,5th & Arbutus,Au Comptoir,4.0,-123.15672487756,49.268034328356,2278 W 4th Avenue
4,12,826af7eee4ce28b6fa4b4f0211305792,49.267222,-123.153157,5th & Arbutus,Maenam,4.0,-123.1488979,49.26787,1938 W 4th Avenue
4,12,826af7eee4ce28b6fa4b4f0211305792,49.267222,-123.153157,5th & Arbutus,Jam Cafe,4.5,-123.1539827,49.2682705,2153 W 4th Avenue
4,12,826af7eee4ce28b6fa4b4f0211305792,49.267222,-123.153157,5th & Arbutus,Chi Vegan,4.0,-123.1487738,49.2681947,1935 W 4th Avenue
4,12,826af7eee4ce28b6fa4b4f0211305792,49.267222,-123.153157,5th & Arbutus,AnnaLena,4.5,-123.1467714,49.2708261,1809 W 1st Avenue
4,12,826af7eee4ce28b6fa4b4f0211305792,49.267222,-123.153157,5th & Arbutus,Their There,4.0,-123.151158941154,49.2679649501648,2042 West 4th Avenue
4,12,826af7eee4ce28b6fa4b4f0211305792,49.267222,-123.153157,5th & Arbutus,La Cigale French Bistro,4.0,-123.1494293,49.2683296,1961 W 4th Avenue
4,12,826af7eee4ce28b6fa4b4f0211305792,49.267222,-123.153157,5th & Arbutus,Las Margaritas Restaurant,3.0,-123.15007987746176,49.2683195,1999 4th Avenue W
20,4,4cb84c9a3743287019ae00ceef9a1cd3,49.262255,-123.126217,10th & Oak,Yu Shang Hot Pot,4.5,-123.125629,49.263149,202-950 W Broadway
20,4,4cb84c9a3743287019ae00ceef9a1cd3,49.262255,-123.126217,10th & Oak,Salmon n' Bannock,4.5,-123.1296705,49.2631378,1128 W Broadway
20,4,4cb84c9a3743287019ae00ceef9a1cd3,49.262255,-123.126217,10th & Oak,Banana Leaf,4.0,-123.1225,49.26302,820 W Broadway
20,4,4cb84c9a3743287019ae00ceef9a1cd3,49.262255,-123.126217,10th & Oak,John 3:16 Malaysian Delights,4.0,-123.12812,49.26371,1063 W Broadway
20,4,4cb84c9a3743287019ae00ceef9a1cd3,49.262255,-123.126217,10th & Oak,Dynasty Seafood Restaurant,3.5,-123.12138,49.2635999,777 W Broadway
20,4,4cb84c9a3743287019ae00ceef9a1cd3,49.262255,-123.126217,10th & Oak,Saucin Staples,4.5,-123.1283372,49.2637181,1073 W Broadway
20,4,4cb84c9a3743287019ae00ceef9a1cd3,49.262255,-123.126217,10th & Oak,Chef's Choice Chinese Cuisine,3.5,-123.1254885,49.2636682,955 West Broadway
20,4,4cb84c9a3743287019ae00ceef9a1cd3,49.262255,-123.126217,10th & Oak,Saku,4.5,-123.11667523250104,49.2631006,548 W Broadway
20,4,4cb84c9a3743287019ae00ceef9a1cd3,49.262255,-123.126217,10th & Oak,La Taqueria Pinche Taco Shop,4.0,-123.112736,49.263559,2450 Yukon Street
20,4,4cb84c9a3743287019ae00ceef9a1cd3,49.262255,-123.126217,10th & Oak,Tojo's,3.5,-123.1298,49.26374,1133 W Broadway
25,14,56fef9ba0af67a4ff3e661a8e02c0b08,49.257654,-123.153212,Arbutus & 16th,Suika,4.0,-123.1417,49.26333,1626 W Broadway
25,14,56fef9ba0af67a4ff3e661a8e02c0b08,49.257654,-123.153212,Arbutus & 16th,Delhi 6 Indian Bistro,4.5,-123.1449329,49.2653386,1766 W 7th Avenue
25,14,56fef9ba0af67a4ff3e661a8e02c0b08,49.257654,-123.153212,Arbutus & 16th,Unchai Thai Restaurant,4.5,-123.145913,49.265112,2351 Burrard Street
25,14,56fef9ba0af67a4ff3e661a8e02c0b08,49.257654,-123.153212,Arbutus & 16th,Novo Italian,4.0,-123.1454221,49.2666178,2118 Burrard Street
25,14,56fef9ba0af67a4ff3e661a8e02c0b08,49.257654,-123.153212,Arbutus & 16th,The Stable House Bistro,4.0,-123.140207185371,49.2597322720703,1520 W 13th Avenue
25,14,56fef9ba0af67a4ff3e661a8e02c0b08,49.257654,-123.153212,Arbutus & 16th,Salade de Fruits Cafe,4.0,-123.1401237,49.2655161,1551 West 7th Avenue
25,14,56fef9ba0af67a4ff3e661a8e02c0b08,49.257654,-123.153212,Arbutus & 16th,Casereccio Foods,4.5,-123.15742,49.2642,2480 Vine Street
25,14,56fef9ba0af67a4ff3e661a8e02c0b08,49.257654,-123.153212,Arbutus & 16th,Pete's Meat Butcher Shop & Deli,4.0,-123.153275036231,49.260860269876,2817 Arbutus Street
25,14,56fef9ba0af67a4ff3e661a8e02c0b08,49.257654,-123.153212,Arbutus & 16th,Temaki Sushi,4.0,-123.154395,49.263919,2156 W Broadway
25,14,56fef9ba0af67a4ff3e661a8e02c0b08,49.257654,-123.153212,Arbutus & 16th,Gyo Para Gyoza & Ramen Bar,4.0,-123.153455257416,49.2637073656912,2120 W Broadway
7,5,c81f75a80312c51ceaef1304beac1990,49.25919,-123.148268,Cypress & 14th,Fable Kitchen,4.5,-123.149019,49.2679331,1944 W 4th Avenue
7,5,c81f75a80312c51ceaef1304beac1990,49.25919,-123.148268,Cypress & 14th,Suika,4.0,-123.1417,49.26333,1626 W Broadway
7,5,c81f75a80312c51ceaef1304beac1990,49.25919,-123.148268,Cypress & 14th,Raisu,4.0,-123.158381134272,49.2679990419609,2340 W 4th Avenue
7,5,c81f75a80312c51ceaef1304beac1990,49.25919,-123.148268,Cypress & 14th,Au Comptoir,4.0,-123.15672487756,49.268034328356,2278 W 4th Avenue
7,5,c81f75a80312c51ceaef1304beac1990,49.25919,-123.148268,Cypress & 14th,Delhi 6 Indian Bistro,4.5,-123.1449329,49.2653386,1766 W 7th Avenue
7,5,c81f75a80312c51ceaef1304beac1990,49.25919,-123.148268,Cypress & 14th,Unchai Thai Restaurant,4.5,-123.145913,49.265112,2351 Burrard Street
7,5,c81f75a80312c51ceaef1304beac1990,49.25919,-123.148268,Cypress & 14th,The Stable House Bistro,4.0,-123.140207185371,49.2597322720703,1520 W 13th Avenue
7,5,c81f75a80312c51ceaef1304beac1990,49.25919,-123.148268,Cypress & 14th,Novo Italian,4.0,-123.1454221,49.2666178,2118 Burrard Street
7,5,c81f75a80312c51ceaef1304beac1990,49.25919,-123.148268,Cypress & 14th,Maenam,4.0,-123.1488979,49.26787,1938 W 4th Avenue
7,5,c81f75a80312c51ceaef1304beac1990,49.25919,-123.148268,Cypress & 14th,Salade de Fruits Cafe,4.0,-123.1401237,49.2655161,1551 West 7th Avenue
11,1,afacb2133f2462aba7748cc21b71c788,49.25741,-123.148531,Cypress & 16th,Suika,4.0,-123.1417,49.26333,1626 W Broadway
11,1,afacb2133f2462aba7748cc21b71c788,49.25741,-123.148531,Cypress & 16th,Delhi 6 Indian Bistro,4.5,-123.1449329,49.2653386,1766 W 7th Avenue
11,1,afacb2133f2462aba7748cc21b71c788,49.25741,-123.148531,Cypress & 16th,Unchai Thai Restaurant,4.5,-123.145913,49.265112,2351 Burrard Street
11,1,afacb2133f2462aba7748cc21b71c788,49.25741,-123.148531,Cypress & 16th,The Stable House Bistro,4.0,-123.140207185371,49.2597322720703,1520 W 13th Avenue
11,1,afacb2133f2462aba7748cc21b71c788,49.25741,-123.148531,Cypress & 16th,Salade de Fruits Cafe,4.0,-123.1401237,49.2655161,1551 West 7th Avenue
11,1,afacb2133f2462aba7748cc21b71c788,49.25741,-123.148531,Cypress & 16th,Casereccio Foods,4.5,-123.15742,49.2642,2480 Vine Street
11,1,afacb2133f2462aba7748cc21b71c788,49.25741,-123.148531,Cypress & 16th,Breakfast Table,4.5,-123.13856,49.25855,3014 Granville Street
11,1,afacb2133f2462aba7748cc21b71c788,49.25741,-123.148531,Cypress & 16th,Heirloom Vegetarian,3.5,-123.1391588,49.2608947,1509 W 12th Avenue
11,1,afacb2133f2462aba7748cc21b71c788,49.25741,-123.148531,Cypress & 16th,Gyo Para Gyoza & Ramen Bar,4.0,-123.153455257416,49.2637073656912,2120 W Broadway
11,1,afacb2133f2462aba7748cc21b71c788,49.25741,-123.148531,Cypress & 16th,Bin 4 Burger Lounge,3.5,-123.13833,49.25902,2996 Granville Street
7,5,a9f0b06d07f89b75e92c0cf686223aea,49.285953,-123.124066,Georgia & Thurlow,Joe Fortes Seafood & Chop House,4.0,-123.12473,49.28493,777 Thurlow Street
7,5,a9f0b06d07f89b75e92c0cf686223aea,49.285953,-123.124066,Georgia & Thurlow,Zefferelli's,4.0,-123.1261,49.28504,1136 Robson Street
7,5,a9f0b06d07f89b75e92c0cf686223aea,49.285953,-123.124066,Georgia & Thurlow,Thierry,4.0,-123.1228949,49.2848818,1059 Alberni Street
7,5,a9f0b06d07f89b75e92c0cf686223aea,49.285953,-123.124066,Georgia & Thurlow,Guu Original Thurlow,4.0,-123.125567978574,49.2839786648396,838 Thurlow Street
7,5,a9f0b06d07f89b75e92c0cf686223aea,49.285953,-123.124066,Georgia & Thurlow,Hello Nori ,4.5,-123.1261156472925,49.285607050824446,1165 Robson Street
7,5,a9f0b06d07f89b75e92c0cf686223aea,49.285953,-123.124066,Georgia & Thurlow,The Keg Steakhouse + Bar,4.0,-123.12446573128037,49.28602851408301,1121 Alberni Street
7,5,a9f0b06d07f89b75e92c0cf686223aea,49.285953,-123.124066,Georgia & Thurlow,CinCin Ristorante + Bar,4.0,-123.1263,49.28516,1154 Robson Street
7,5,a9f0b06d07f89b75e92c0cf686223aea,49.285953,-123.124066,Georgia & Thurlow,Kosoo,4.5,-123.12592,49.28494,1128 Robson Street
7,5,a9f0b06d07f89b75e92c0cf686223aea,49.285953,-123.124066,Georgia & Thurlow,Black & Blue,3.5,-123.122869190308,49.2845587688053,1032 Alberni Street
7,5,a9f0b06d07f89b75e92c0cf686223aea,49.285953,-123.124066,Georgia & Thurlow,Tableau Bar Bistro,4.0,-123.1235689,49.287494,1181 Melville Street
3,13,686b314a6c3348efd2297d6b3dfed1a7,49.280881,-123.130672,Thurlow & Pendrell,Tom Sushi,4.5,-123.1327476,49.2815608,1175 Davie St
3,13,686b314a6c3348efd2297d6b3dfed1a7,49.280881,-123.130672,Thurlow & Pendrell,Gurkha Himalayan Kitchen,4.0,-123.1321411,49.2811737,1141 Davie Street
3,13,686b314a6c3348efd2297d6b3dfed1a7,49.280881,-123.130672,Thurlow & Pendrell,Burgoo Bistro,4.0,-123.12763,49.27968,1100 Burrard Street
3,13,686b314a6c3348efd2297d6b3dfed1a7,49.280881,-123.130672,Thurlow & Pendrell,La Belle Patate,4.0,-123.133442922354,49.2820547306569,1215 Davie Street
3,13,686b314a6c3348efd2297d6b3dfed1a7,49.280881,-123.130672,Thurlow & Pendrell,Banana Leaf,3.5,-123.13009,49.28001,1043 Davie St
3,13,686b314a6c3348efd2297d6b3dfed1a7,49.280881,-123.130672,Thurlow & Pendrell,Blue Water Cafe,4.5,-123.1209935,49.2761945,1095 Hamilton St
3,13,686b314a6c3348efd2297d6b3dfed1a7,49.280881,-123.130672,Thurlow & Pendrell,Mumbai Local Restaurant,4.0,-123.132393,49.2808497,1148 Davie Street
3,13,686b314a6c3348efd2297d6b3dfed1a7,49.280881,-123.130672,Thurlow & Pendrell,Score on Davie,4.5,-123.134614739512,49.2823221457395,1262 Davie Street
3,13,686b314a6c3348efd2297d6b3dfed1a7,49.280881,-123.130672,Thurlow & Pendrell,Joe Fortes Seafood & Chop House,4.0,-123.12473,49.28493,777 Thurlow Street
3,13,686b314a6c3348efd2297d6b3dfed1a7,49.280881,-123.130672,Thurlow & Pendrell,Cazba,3.5,-123.1312714,49.2806129,1103 Davie Street
7,5,0d1b5c62f8d22e3650811df55596e25b,49.256845,-123.120071,Heather & 16th,Hachibei Japanese Restaurant,4.0,-123.1215336,49.256899,778 16th Avenue W
7,5,0d1b5c62f8d22e3650811df55596e25b,49.256845,-123.120071,Heather & 16th,Vij's Restaurant,4.0,-123.11479,49.25754,3106 Cambie Street
7,5,0d1b5c62f8d22e3650811df55596e25b,49.256845,-123.120071,Heather & 16th,Indian Roti Kitchen,4.5,-123.11538,49.25901,2961 Cambie Street
7,5,0d1b5c62f8d22e3650811df55596e25b,49.256845,-123.120071,Heather & 16th,Salmon n' Bannock,4.5,-123.1296705,49.2631378,1128 W Broadway
7,5,0d1b5c62f8d22e3650811df55596e25b,49.256845,-123.120071,Heather & 16th,La Taqueria Pinche Taco Shop,4.0,-123.112736,49.263559,2450 Yukon Street
7,5,0d1b5c62f8d22e3650811df55596e25b,49.256845,-123.120071,Heather & 16th,Saku,4.5,-123.11667523250104,49.2631006,548 W Broadway
7,5,0d1b5c62f8d22e3650811df55596e25b,49.256845,-123.120071,Heather & 16th,Passion8 Dessert Cafe,4.0,-123.11499774456,49.258435242883,3010 Cambie Street
7,5,0d1b5c62f8d22e3650811df55596e25b,49.256845,-123.120071,Heather & 16th,Yu Shang Hot Pot,4.5,-123.125629,49.263149,202-950 W Broadway
7,5,0d1b5c62f8d22e3650811df55596e25b,49.256845,-123.120071,Heather & 16th,Hokkaido Ramen Santouka,4.0,-123.1168917,49.263127,558 W Broadway
7,5,0d1b5c62f8d22e3650811df55596e25b,49.256845,-123.120071,Heather & 16th,Café Gloucester,3.5,-123.11472,49.25552,3338 Cambie Street
10,6,521c2122c791ed038168c3b8ff24061b,49.25849,-123.104799,14th & Ontario,Burgoo Bistros,4.0,-123.100815,49.25765498958033,3096 Main Street
10,6,521c2122c791ed038168c3b8ff24061b,49.25849,-123.104799,14th & Ontario,Anh and Chi,4.0,-123.100882202153,49.2550314422938,3388 Main Street
10,6,521c2122c791ed038168c3b8ff24061b,49.25849,-123.104799,14th & Ontario,Maizal RMF,4.5,-123.1012988,49.2600097,2815 Main Street
10,6,521c2122c791ed038168c3b8ff24061b,49.25849,-123.104799,14th & Ontario,Published On Main,4.5,-123.10116032897228,49.25283186017385,3593 Main Street
10,6,521c2122c791ed038168c3b8ff24061b,49.25849,-123.104799,14th & Ontario,The Cascade Room,4.0,-123.10062,49.2617,2616 Main Street
10,6,521c2122c791ed038168c3b8ff24061b,49.25849,-123.104799,14th & Ontario,La Taqueria Pinche Taco Shop,4.0,-123.112736,49.263559,2450 Yukon Street
10,6,521c2122c791ed038168c3b8ff24061b,49.25849,-123.104799,14th & Ontario,49th Parallel Coffee,4.0,-123.10088478104,49.2591330651218,2902 Main Street
10,6,521c2122c791ed038168c3b8ff24061b,49.25849,-123.104799,14th & Ontario,Pho Goodness,3.5,-123.1013724,49.2577991,3079 Main Street
10,6,521c2122c791ed038168c3b8ff24061b,49.25849,-123.104799,14th & Ontario,Pizzeria Grano,4.0,-123.1010467,49.2561903,3240 Main Street
10,6,521c2122c791ed038168c3b8ff24061b,49.25849,-123.104799,14th & Ontario,Maruhachi Ra-men,3.5,-123.100885950126,49.2595687747717,2858 Main Street
7,7,838d5bb59963474ad08a6d5b156943ed,49.258425,-123.100792,14th & Main,Burgoo Bistros,4.0,-123.100815,49.25765498958033,3096 Main Street
7,7,838d5bb59963474ad08a6d5b156943ed,49.258425,-123.100792,14th & Main,Anh and Chi,4.0,-123.100882202153,49.2550314422938,3388 Main Street
7,7,838d5bb59963474ad08a6d5b156943ed,49.258425,-123.100792,14th & Main,Maizal RMF,4.5,-123.1012988,49.2600097,2815 Main Street
7,7,838d5bb59963474ad08a6d5b156943ed,49.258425,-123.100792,14th & Main,Kwong Chow Congee & Noodle House,3.5,-123.10151,49.257,3163 Main St
7,7,838d5bb59963474ad08a6d5b156943ed,49.258425,-123.100792,14th & Main,Pizzeria Grano,4.0,-123.1010467,49.2561903,3240 Main Street
7,7,838d5bb59963474ad08a6d5b156943ed,49.258425,-123.100792,14th & Main,Pho Goodness,3.5,-123.1013724,49.2577991,3079 Main Street
7,7,838d5bb59963474ad08a6d5b156943ed,49.258425,-123.100792,14th & Main,The Cascade Room,4.0,-123.10062,49.2617,2616 Main Street
7,7,838d5bb59963474ad08a6d5b156943ed,49.258425,-123.100792,14th & Main,Published On Main,4.5,-123.10116032897228,49.25283186017385,3593 Main Street
7,7,838d5bb59963474ad08a6d5b156943ed,49.258425,-123.100792,14th & Main,Maruhachi Ra-men,3.5,-123.100885950126,49.2595687747717,2858 Main Street
7,7,838d5bb59963474ad08a6d5b156943ed,49.258425,-123.100792,14th & Main,49th Parallel Coffee,4.0,-123.10088478104,49.2591330651218,2902 Main Street
15,3,b9ab6ce009eda6006ade1d7568d9db9c,49.270905,-123.126006,David Lam Park,The Flying Pig,4.0,-123.122,49.27501,1168 Hamilton Street
15,3,b9ab6ce009eda6006ade1d7568d9db9c,49.270905,-123.126006,David Lam Park,Rodney's Oyster House,4.0,-123.123131,49.274326,1228 Hamilton Street
15,3,b9ab6ce009eda6006ade1d7568d9db9c,49.270905,-123.126006,David Lam Park,Blue Water Cafe,4.5,-123.1209935,49.2761945,1095 Hamilton St
15,3,b9ab6ce009eda6006ade1d7568d9db9c,49.270905,-123.126006,David Lam Park,Fanny Bay Oyster Bar & Shellfish Market,4.5,-123.1138689,49.2787525,762 Cambie St
15,3,b9ab6ce009eda6006ade1d7568d9db9c,49.270905,-123.126006,David Lam Park,Robba da Matti,4.0,-123.1208967,49.2753397,1127 Mainland Street
15,3,b9ab6ce009eda6006ade1d7568d9db9c,49.270905,-123.126006,David Lam Park,Tasty Indian Bistro,4.0,-123.1236818,49.2744011,1261 Hamilton Street
15,3,b9ab6ce009eda6006ade1d7568d9db9c,49.270905,-123.126006,David Lam Park,Minami,4.0,-123.1207029,49.2752733,1118 Mainland Street
15,3,b9ab6ce009eda6006ade1d7568d9db9c,49.270905,-123.126006,David Lam Park,Lupo,4.5,-123.1174,49.27823,869 Hamilton Street
15,3,b9ab6ce009eda6006ade1d7568d9db9c,49.270905,-123.126006,David Lam Park,OEB Breakfast Co. Yaletown,4.5,-123.1192724,49.2734341,1137 Marinaside Crescent
15,3,b9ab6ce009eda6006ade1d7568d9db9c,49.270905,-123.126006,David Lam Park,Ancora Waterfront Dining and Patio,4.0,-123.13257765112428,49.27385345615888,1600 Howe Street
3,15,9ec4163496363b31ab475cb851b57b21,49.273568,-123.129935,Beach & Seymour,Linh Cafe,4.0,-123.12989802,49.2746716,1428 Granville Street
3,15,9ec4163496363b31ab475cb851b57b21,49.273568,-123.129935,Beach & Seymour,Ancora Waterfront Dining and Patio,4.0,-123.13257765112428,49.27385345615888,1600 Howe Street
3,15,9ec4163496363b31ab475cb851b57b21,49.273568,-123.129935,Beach & Seymour,The Flying Pig,4.0,-123.122,49.27501,1168 Hamilton Street
3,15,9ec4163496363b31ab475cb851b57b21,49.273568,-123.129935,Beach & Seymour,Blue Water Cafe,4.5,-123.1209935,49.2761945,1095 Hamilton St
3,15,9ec4163496363b31ab475cb851b57b21,49.273568,-123.129935,Beach & Seymour,Rodney's Oyster House,4.0,-123.123131,49.274326,1228 Hamilton Street
3,15,9ec4163496363b31ab475cb851b57b21,49.273568,-123.129935,Beach & Seymour,Kaide Sushi,4.5,-123.1270679,49.2742161,1375 Richards Street
3,15,9ec4163496363b31ab475cb851b57b21,49.273568,-123.129935,Beach & Seymour,Robba da Matti,4.0,-123.1208967,49.2753397,1127 Mainland Street
3,15,9ec4163496363b31ab475cb851b57b21,49.273568,-123.129935,Beach & Seymour,Tasty Indian Bistro,4.0,-123.1236818,49.2744011,1261 Hamilton Street
3,15,9ec4163496363b31ab475cb851b57b21,49.273568,-123.129935,Beach & Seymour,Chang'An,3.5,-123.1326809,49.27331299999999,1661 Granville Street
3,15,9ec4163496363b31ab475cb851b57b21,49.273568,-123.129935,Beach & Seymour,Lupo,4.5,-123.1174,49.27823,869 Hamilton Street
7,10,fedff7a263c182df94bda7307059cc52,49.277141,-123.122589,Richards & Helmcken,Blue Water Cafe,4.5,-123.1209935,49.2761945,1095 Hamilton St
7,10,fedff7a263c182df94bda7307059cc52,49.277141,-123.122589,Richards & Helmcken,The Flying Pig,4.0,-123.122,49.27501,1168 Hamilton Street
7,10,fedff7a263c182df94bda7307059cc52,49.277141,-123.122589,Richards & Helmcken,Robba da Matti,4.0,-123.1208967,49.2753397,1127 Mainland Street
7,10,fedff7a263c182df94bda7307059cc52,49.277141,-123.122589,Richards & Helmcken,Minami,4.0,-123.1207029,49.2752733,1118 Mainland Street
7,10,fedff7a263c182df94bda7307059cc52,49.277141,-123.122589,Richards & Helmcken,Elisa,4.0,-123.1213608,49.2759562,1109 Hamilton Street
7,10,fedff7a263c182df94bda7307059cc52,49.277141,-123.122589,Richards & Helmcken,The Parlour,4.0,-123.120221,49.276835,1011 Hamilton Street
7,10,fedff7a263c182df94bda7307059cc52,49.277141,-123.122589,Richards & Helmcken,Rodney's Oyster House,4.0,-123.123131,49.274326,1228 Hamilton Street
7,10,fedff7a263c182df94bda7307059cc52,49.277141,-123.122589,Richards & Helmcken,Brix & Mortar,4.0,-123.1219105,49.27561628359493,1137 Hamilton Street
7,10,fedff7a263c182df94bda7307059cc52,49.277141,-123.122589,Richards & Helmcken,The Mexican Antojitos Y Cantina,4.5,-123.1240268,49.2787726,1049 Granville Street
7,10,fedff7a263c182df94bda7307059cc52,49.277141,-123.122589,Richards & Helmcken,Cioppino's Mediterranean Grill,4.5,-123.121794,49.275522,1133 Hamilton Street
4,12,b9baf685b7053de899bf3467f61c2781,49.267859,-123.145782,Burrard & 4th,Fable Kitchen,4.5,-123.149019,49.2679331,1944 W 4th Avenue
4,12,b9baf685b7053de899bf3467f61c2781,49.267859,-123.145782,Burrard & 4th,Novo Italian,4.0,-123.1454221,49.2666178,2118 Burrard Street
4,12,b9baf685b7053de899bf3467f61c2781,49.267859,-123.145782,Burrard & 4th,Ramen Danbo,4.0,-123.146431,49.26828,1833 W 4th Avenue
4,12,b9baf685b7053de899bf3467f61c2781,49.267859,-123.145782,Burrard & 4th,AnnaLena,4.5,-123.1467714,49.2708261,1809 W 1st Avenue
4,12,b9baf685b7053de899bf3467f61c2781,49.267859,-123.145782,Burrard & 4th,Maenam,4.0,-123.1488979,49.26787,1938 W 4th Avenue
